2025.11.19	00:00	150.55018	150.55028	150.54116	150.54162	170
2025.11.19	01:00	150.55139	150.57113	150.55131	150.5711	213
2025.11.19	02:00	150.54606	150.54627	150.54553	150.54562	80
2025.11.19	03:00	150.52195	150.54678	150.52176	150.54671	158
2025.11.19	04:00	150.57195	150.572	150.57171	150.57171	247
2025.11.19	05:00	150.53068	150.54136	150.53061	150.54132	190
2025.11.19	06:00	150.49121	150.50459	150.49111	150.50437	415
2025.11.19	07:00	150.52382	150.52504	150.52351	150.52494	382
2025.11.19	08:00	150.43079	150.43094	150.4251	150.42514	83
2025.11.19	09:00	150.42697	150.42735	150.40438	150.40452	192
2025.11.19	10:00	150.43953	150.44036	150.43926	150.44011	79
2025.11.19	11:00	150.40738	150.41399	150.40731	150.41388	406
2025.11.19	12:00	150.36318	150.375	150.36316	150.3749	252
2025.11.19	13:00	150.38038	150.38999	150.38016	150.38993	354
2025.11.19	14:00	150.39131	150.39726	150.39128	150.39718	107
2025.11.19	15:00	150.35776	150.36887	150.35768	150.36862	151
2025.11.19	16:00	150.42104	150.42111	150.4205	150.42067	112
2025.11.19	17:00	150.40314	150.41065	150.4031	150.41054	303
2025.11.19	18:00	150.43478	150.43479	150.42792	150.42823	154
2025.11.19	19:00	150.38457	150.38473	150.36302	150.36335	96
2025.11.19	20:00	150.38136	150.38257	150.38134	150.38247	92
2025.11.19	21:00	150.39892	150.41482	150.39888	150.41471	100
2025.11.19	22:00	150.44695	150.45389	150.4468	150.45382	262
2025.11.19	23:00	150.526	150.54363	150.52592	150.54357	468
2025.11.20	00:00	150.62105	150.64201	150.62094	150.64183	93
2025.11.20	01:00	150.58561	150.58574	150.57218	150.57218	159
2025.11.20	02:00	150.53298	150.55362	150.53296	150.55359	395
2025.11.20	03:00	150.55538	150.55895	150.55535	150.55882	193
2025.11.20	04:00	150.55974	150.57857	150.55952	150.57848	443
2025.11.20	05:00	150.61649	150.61656	150.60727	150.60732	177
2025.11.20	06:00	150.60722	150.60742	150.6015	150.60167	495
2025.11.20	07:00	150.65795	150.65799	150.64458	150.64477	111
2025.11.20	08:00	150.65396	150.65402	150.6403	150.6405	349
2025.11.20	09:00	150.7097	150.70982	150.69565	150.69566	344
2025.11.20	10:00	150.67341	150.67354	150.65597	150.65601	432
2025.11.20	11:00	150.51262	150.54231	150.51245	150.54197	58
2025.11.20	12:00	150.56889	150.57009	150.56871	150.57002	483
2025.11.20	13:00	150.53446	150.53455	150.53091	150.53102	107
2025.11.20	14:00	150.49403	150.49422	150.48047	150.48084	119
2025.11.20	15:00	150.55342	150.55342	150.55153	150.55159	175
2025.11.20	16:00	150.56625	150.57241	150.56615	150.57223	432
2025.11.20	17:00	150.60073	150.60579	150.60059	150.60567	77
2025.11.20	18:00	150.55672	150.55674	150.52884	150.52915	427
2025.11.20	19:00	150.57681	150.57691	150.56486	150.565	387
2025.11.20	20:00	150.51963	150.5197	150.51213	150.51222	358
2025.11.20	21:00	150.49438	150.49438	150.49346	150.49352	413
2025.11.20	22:00	150.39594	150.40124	150.39569	150.40107	216
2025.11.20	23:00	150.4292	150.42944	150.41999	150.42006	185
2025.11.21	00:00	150.37124	150.37128	150.36632	150.36657	113
2025.11.21	01:00	150.36459	150.3647	150.35573	150.35599	194
