2025.11.19	00:00	1.2657	1.26593	1.26564	1.26577	228
2025.11.19	00:05	1.26608	1.26616	1.26572	1.26607	488
2025.11.19	00:10	1.26568	1.26592	1.26555	1.2656	343
2025.11.19	00:15	1.26581	1.26597	1.2655	1.26596	365
2025.11.19	00:20	1.26532	1.26545	1.26514	1.26542	350
2025.11.19	00:25	1.2653	1.26531	1.26504	1.26515	443
2025.11.19	00:30	1.26602	1.26616	1.26579	1.2658	266
2025.11.19	00:35	1.26618	1.26636	1.266	1.26633	463
2025.11.19	00:40	1.26686	1.26695	1.26657	1.26663	121
2025.11.19	00:45	1.26724	1.26745	1.26712	1.26725	247
2025.11.19	00:50	1.26679	1.2669	1.26667	1.2668	227
2025.11.19	00:55	1.26694	1.26715	1.26674	1.26683	232
2025.11.19	01:00	1.26736	1.2675	1.26723	1.26728	261
2025.11.19	01:05	1.26767	1.26781	1.26762	1.26766	124
2025.11.19	01:10	1.26706	1.2674	1.26695	1.26719	149
2025.11.19	01:15	1.26729	1.26734	1.26715	1.26733	315
2025.11.19	01:20	1.26742	1.26752	1.26722	1.26747	218
2025.11.19	01:25	1.26719	1.26727	1.26702	1.26724	82
2025.11.19	01:30	1.26697	1.26709	1.2669	1.26706	276
2025.11.19	01:35	1.26711	1.26722	1.26663	1.26695	280
2025.11.19	01:40	1.2663	1.26633	1.26609	1.26626	332
2025.11.19	01:45	1.26625	1.26658	1.26618	1.26648	475
2025.11.19	01:50	1.26632	1.26671	1.26608	1.26626	318
2025.11.19	01:55	1.26678	1.26712	1.26658	1.26664	238
2025.11.19	02:00	1.26682	1.267	1.26653	1.26668	72
2025.11.19	02:05	1.26606	1.26614	1.26586	1.26586	86
2025.11.19	02:10	1.2661	1.26629	1.2659	1.2659	257
2025.11.19	02:15	1.26628	1.26662	1.26627	1.26644	55
2025.11.19	02:20	1.26716	1.2672	1.26696	1.267	174
2025.11.19	02:25	1.26685	1.26694	1.26647	1.26677	446
2025.11.19	02:30	1.26603	1.26619	1.26587	1.26594	114
2025.11.19	02:35	1.26604	1.26615	1.26586	1.26594	331
2025.11.19	02:40	1.26582	1.26594	1.26559	1.26573	152
2025.11.19	02:45	1.26493	1.26505	1.26434	1.26475	463
2025.11.19	02:50	1.26485	1.26494	1.2646	1.26492	70
2025.11.19	02:55	1.26447	1.26469	1.2644	1.26456	159
2025.11.19	03:00	1.26489	1.26495	1.26477	1.26484	165
2025.11.19	03:05	1.26514	1.26572	1.2651	1.26529	340
2025.11.19	03:10	1.2657	1.26582	1.26552	1.26562	114
2025.11.19	03:15	1.26571	1.26578	1.26567	1.26568	468
2025.11.19	03:20	1.26523	1.26534	1.26518	1.2652	152
2025.11.19	03:25	1.26477	1.26478	1.26443	1.26465	237
2025.11.19	03:30	1.26432	1.26444	1.26417	1.26428	373
2025.11.19	03:35	1.26392	1.26409	1.26362	1.26401	204
2025.11.19	03:40	1.26417	1.26429	1.2639	1.26421	422
2025.11.19	03:45	1.26395	1.26402	1.26382	1.264	253
2025.11.19	03:50	1.2636	1.26401	1.26351	1.26377	367
2025.11.19	03:55	1.26335	1.2634	1.26328	1.26338	224
2025.11.19	04:00	1.26365	1.26373	1.26347	1.26361	457
2025.11.19	04:05	1.26317	1.26319	1.26303	1.26317	359
2025.11.19	04:10	1.26346	1.26368	1.26322	1.26351	252
2025.11.19	04:15	1.26354	1.26372	1.26335	1.26366	476
2025.11.19	04:20	1.26336	1.26346	1.26322	1.2633	435
2025.11.19	04:25	1.26434	1.26439	1.26432	1.26435	484
2025.11.19	04:30	1.26431	1.26458	1.26423	1.26454	88
2025.11.19	04:35	1.26492	1.26492	1.2648	1.26484	466
2025.11.19	04:40	1.26429	1.26438	1.26405	1.26418	342
2025.11.19	04:45	1.26445	1.26462	1.26427	1.26451	258
2025.11.19	04:50	1.26465	1.26474	1.26433	1.26462	491
2025.11.19	04:55	1.26464	1.26469	1.26435	1.26451	95
2025.11.19	05:00	1.26493	1.26518	1.26491	1.26511	128
2025.11.19	05:05	1.26539	1.26559	1.26531	1.26541	308
2025.11.19	05:10	1.26606	1.26648	1.26581	1.26619	203
2025.11.19	05:15	1.26567	1.26578	1.26544	1.26569	456
2025.11.19	05:20	1.26583	1.26595	1.26572	1.26577	346
2025.11.19	05:25	1.26577	1.26591	1.26561	1.26572	345
2025.11.19	05:30	1.26588	1.26591	1.26578	1.26586	146
2025.11.19	05:35	1.26583	1.26601	1.26563	1.26582	390
2025.11.19	05:40	1.26613	1.26631	1.26586	1.26605	199
2025.11.19	05:45	1.26587	1.26597	1.26565	1.26585	235
2025.11.19	05:50	1.26573	1.26579	1.26565	1.26568	72
2025.11.19	05:55	1.26518	1.26528	1.26514	1.26522	462
2025.11.19	06:00	1.26468	1.26498	1.26446	1.26457	498
2025.11.19	06:05	1.26433	1.2646	1.26426	1.26437	492
2025.11.19	06:10	1.26449	1.26485	1.26439	1.26466	98
2025.11.19	06:15	1.26494	1.26502	1.26465	1.26497	137
2025.11.19	06:20	1.26475	1.26484	1.26463	1.26481	217
2025.11.19	06:25	1.26503	1.26517	1.26492	1.26514	423
2025.11.19	06:30	1.26521	1.26537	1.26518	1.26524	390
2025.11.19	06:35	1.26561	1.26563	1.26551	1.26553	131
2025.11.19	06:40	1.26534	1.26552	1.26494	1.26532	371
2025.11.19	06:45	1.265	1.26503	1.26484	1.26485	111
2025.11.19	06:50	1.265	1.26536	1.26494	1.26517	314
2025.11.19	06:55	1.2652	1.26574	1.26515	1.26526	410
2025.11.19	07:00	1.26473	1.26479	1.26448	1.26475	223
2025.11.19	07:05	1.2649	1.26496	1.26484	1.26495	130
2025.11.19	07:10	1.26492	1.26512	1.26476	1.26488	264
2025.11.19	07:15	1.26494	1.2652	1.26487	1.26512	316
2025.11.19	07:20	1.26562	1.26567	1.26536	1.26553	50
2025.11.19	07:25	1.26562	1.26577	1.26553	1.26576	479
2025.11.19	07:30	1.26529	1.26545	1.26524	1.26537	93
2025.11.19	07:35	1.26555	1.26561	1.2653	1.26554	331
2025.11.19	07:40	1.26514	1.26533	1.26495	1.26521	434
2025.11.19	07:45	1.26539	1.26546	1.26524	1.2654	278
2025.11.19	07:50	1.26566	1.26573	1.26553	1.26555	265
2025.11.19	07:55	1.26615	1.26626	1.26578	1.26589	390
2025.11.19	08:00	1.26667	1.26683	1.2664	1.26659	291
2025.11.19	08:05	1.26706	1.26765	1.267	1.26714	267
2025.11.19	08:10	1.26707	1.26726	1.267	1.2672	303
2025.11.19	08:15	1.26735	1.26757	1.26711	1.26732	117
2025.11.19	08:20	1.2675	1.26757	1.26728	1.26743	384
2025.11.19	08:25	1.2672	1.26721	1.26713	1.26719	292
2025.11.19	08:30	1.26702	1.26722	1.26692	1.26705	400
2025.11.19	08:35	1.26713	1.26728	1.26696	1.26725	293
2025.11.19	08:40	1.26757	1.26774	1.26751	1.26757	215
2025.11.19	08:45	1.26751	1.26778	1.26747	1.26774	355
2025.11.19	08:50	1.26818	1.26824	1.2679	1.26823	192
2025.11.19	08:55	1.26839	1.26842	1.26826	1.2683	436
2025.11.19	09:00	1.26822	1.26828	1.26815	1.26825	338
2025.11.19	09:05	1.26741	1.26774	1.26725	1.26733	128
2025.11.19	09:10	1.2683	1.26831	1.26799	1.26823	264
2025.11.19	09:15	1.2683	1.26877	1.26824	1.26851	157
2025.11.19	09:20	1.26873	1.26905	1.26863	1.26884	413
2025.11.19	09:25	1.26864	1.26896	1.26854	1.26872	435
2025.11.19	09:30	1.26892	1.26915	1.2688	1.2691	404
2025.11.19	09:35	1.26873	1.26904	1.26854	1.26868	97
2025.11.19	09:40	1.26822	1.26833	1.26818	1.26826	249
2025.11.19	09:45	1.26788	1.26799	1.26754	1.2678	336
2025.11.19	09:50	1.26742	1.26765	1.26701	1.26732	366
2025.11.19	09:55	1.26679	1.26689	1.26676	1.26676	393
2025.11.19	10:00	1.26701	1.26734	1.267	1.26711	456
2025.11.19	10:05	1.26723	1.26743	1.26704	1.2672	92
2025.11.19	10:10	1.26704	1.26726	1.26676	1.26715	406
